,NAME,AGE,RATING,WAGE,POTENTIAL,VALUE,TOTAL
16913,D. Pawłowski,18,56,$1K,68,$146K,1519
16914,R. Schofield,17,56,$2K,79,$179K,821
16915,T. Trueba,21,56,$1K,64,$112K,872
16916,J. Hallahan,18,56,$1K,71,$202K,1501
16917,G. Pender,23,56,$1K,62,$146K,1340
16918,A. Fox,24,56,$2K,60,$112K,1513
16919,J. Taylor,19,56,$1K,71,$213K,1521
16920,R. Takano,22,56,$1K,59,$101K,1440
16921,N. Moreno,20,56,$1K,66,$157K,1561
16922,L. McIntosh,18,56,$3K,67,$157K,1494
16923,K. Fegrouche,35,56,$1K,56,$22K,988
16924,C. Gasser,19,56,$1K,68,$157K,1331
16925,M. Grødem,18,56,$1K,68,$168K,1516
16926,E. Di Fulvio,22,56,$2K,66,$123K,873
16927,C. Núñez,19,56,$1K,67,$146K,1504
16928,I. Yazgan,19,56,$1K,65,$134K,1571
16929,M. Zeroual,18,56,$1K,68,$168K,1294
16930,S. Lebus,21,56,$2K,65,$157K,1452
16931,C. McCabe,20,56,$1K,65,$123K,1043
16932,C. McCabe,20,56,$1K,65,$123K,1043
16933,R. Watanabe,20,56,$3K,70,$224K,1387
16934,T. Smith,18,56,$4K,70,$213K,1380
16935,E. Embleton,18,56,$1K,72,$202K,1528
16936,T. Gran,18,56,$1K,73,$213K,1337
16937,M. Al Johani,22,56,$3K,65,$157K,1360
16938,M. Ludwig,18,56,$1K,68,$168K,1501
16939,X. Lenogue,20,56,$1K,66,$123K,930
16940,H. Finndell,17,56,$1K,77,$224K,1515
16941,R. Hale,20,56,$1K,66,$168K,1555
16942,A. Koiki,17,56,$4K,68,$134K,1407
16943,E. Suliman,19,56,$3K,70,$202K,1326
16944,B. Hall,20,56,$5K,68,$157K,1336
16945,C. Gallagher,25,56,$1K,60,$90K,1075
16946,E. Chapman,16,56,$1K,76,$202K,1469
16947,T. Hudson-Wihongi,22,56,$0,61,$0,1455
16948,L. Rogerson,19,56,$1K,67,$168K,1532
16949,V. Vorel,21,56,$1K,64,$112K,823
16950,O. Brynhildsen,18,56,$1K,77,$224K,1495
16951,Y. Mersin,22,56,$1K,64,$112K,962
16952,J. Kabongo,19,56,$2K,71,$202K,1315
16953,J. Rikemberg,18,56,$1K,74,$213K,1403
16954,Y. Guzmán,19,56,$1K,72,$213K,1379
16955,M. Currarino,24,56,$1K,61,$134K,1361
16956,N. Lemaître,20,56,$1K,68,$146K,924
16957,O. Kakay,19,56,$2K,70,$190K,1355
16958,D. Leahy,19,56,$1K,72,$190K,1424
16959,N. DePuy,22,56,$1K,60,$134K,1339
16960,S. Bakan,16,56,$1K,73,$202K,1457
16961,L. Conlan,22,56,$1K,62,$112K,1413
16962,P. Ng,21,56,$2K,67,$157K,1407
16963,S. Ruiz,19,56,$1K,72,$190K,1403
16964,T. Attis,17,56,$1K,73,$202K,1377
16965,D. Moreno,21,56,$1K,64,$146K,1430
16966,D. Conroy,21,56,$2K,67,$157K,1270
16967,A. Ranieri,20,56,$4K,62,$146K,1365
16968,T. Hara,18,56,$1K,70,$202K,1497
16969,A. Palmer,20,56,$5K,63,$101K,918
16970,J. Kanayama,29,56,$1K,56,$67K,859
16971,L. Ndenbe,17,56,$1K,72,$179K,1454
16972,T. Arndal,19,56,$1K,70,$213K,1433
16973,D. Miya,21,56,$1K,62,$123K,1291
16974,J. Guzmán,19,56,$1K,73,$213K,1429
16975,J. Bennett,21,56,$5K,62,$112K,1414
16976,K. Martin,22,56,$1K,67,$134K,915
16977,A. Roy,20,56,$1K,68,$179K,1502
16978,E. Sandberg,17,56,$1K,73,$179K,1265
16979,K. Aladesanmi,18,56,$1K,72,$213K,1366
16980,J. Svedberg,18,56,$1K,67,$157K,1480
16981,S. Al Najrani,20,56,$4K,63,$146K,1500
16982,J. Monsalve,19,56,$1K,66,$134K,1439
16983,J. Monsalve,19,56,$1K,66,$134K,1439
16984,A. Hudu,17,56,$1K,69,$168K,1475
16985,A. Verdugo,19,56,$1K,67,$168K,1544
16986,B. Johnson,17,56,$6K,75,$179K,1448
16987,K. Mantack,19,56,$1K,68,$157K,1400
16988,R. Ito,19,56,$1K,64,$146K,1364
16989,E. Chilufya,17,56,$1K,75,$202K,1420
16990,M. Stajduhar,19,56,$1K,73,$179K,918
16991,D. Diaw,25,56,$1K,59,$134K,1367
16992,A. Eichhorn,18,56,$1K,66,$123K,1416
16993,B. Colula,21,56,$5K,66,$146K,1509
16994,A. Ordagic,24,56,$1K,61,$134K,1545
16995,J. Turley,27,56,$2K,56,$90K,1380
16996,H. Noda,19,56,$1K,71,$202K,1325
16997,D. Pipe,33,56,$2K,56,$34K,1487
16998,K. Ichimi,19,56,$1K,70,$224K,1423
16999,J. Ponticelli,18,56,$2K,76,$213K,1335
17000,S. Brolin,16,56,$1K,72,$168K,860
17001,M. Diaby,17,56,$6K,73,$202K,1478
17002,B. White,25,56,$1K,61,$101K,907
17003,S. Ono,37,56,$1K,56,$34K,1493
17004,J. Lotomba,18,56,$2K,76,$190K,1556
17005,K. Gordon,19,56,$5K,71,$213K,1470
17006,O. Björtuft,18,56,$1K,72,$190K,1268
17007,S. Diallo,18,56,$7K,76,$190K,1535
17008,J. Hernandez,21,56,$1K,64,$146K,1516
17009,N. Raskin,16,56,$1K,75,$202K,1469
17010,R. Hoffmann,18,56,$4K,76,$168K,833
17011,H. Gunnlaugsson,22,56,$1K,64,$146K,1363
17012,B. Folami,18,56,$2K,72,$213K,1330
17013,B. Lasme,18,56,$1K,76,$213K,1368
17014,H. Herrera,19,56,$1K,66,$157K,1504
17015,A. Ajdarević,19,56,$1K,64,$146K,1333
17016,Y. Uekusa,34,56,$1K,56,$45K,1329
17017,Lee Rae Joon,20,56,$2K,65,$157K,1538
17018,T. Demol,19,56,$1K,68,$179K,1436
17019,B. Dione,20,56,$2K,65,$157K,1349
17020,T. Righetti,19,56,$1K,67,$146K,1454
17021,R. D'Haese,18,56,$2K,68,$168K,1431
17022,P. Camará,20,56,$2K,67,$179K,1316
17023,J. Bruhns,18,56,$1K,68,$134K,963
17024,S. Spahiu,17,56,$1K,71,$202K,1523
17025,L. Matarese,19,56,$1K,70,$213K,1404
17026,P. Petlach,18,56,$1K,70,$190K,1227
17027,L. Malagón,20,56,$1K,68,$146K,844
17028,A. Whiteman,18,56,$3K,74,$168K,897
17029,A. Bonilla,19,56,$1K,69,$168K,1505
17030,M. Hoxha,17,56,$1K,71,$202K,1424
17031,F. Kızılay,18,56,$1K,71,$213K,1408
17032,R. Aït Nouri,16,56,$1K,80,$202K,1432
17033,M. Al Rashidi,18,56,$2K,74,$190K,1422
17034,M. Al Rashidi,18,56,$2K,74,$190K,1422
17035,I. Opdenakker,17,56,$1K,71,$179K,1457
17036,S. Pedersen,18,56,$1K,67,$168K,1345
17037,A. Googe,18,56,$2K,73,$213K,1311
17038,T. Sibbick,18,56,$1K,68,$146K,1399
17039,J. Bonner,25,56,$1K,57,$123K,1477
17040,M. Pattier,21,56,$1K,64,$112K,908
17041,T. Te Duits,18,56,$1K,72,$168K,789
17042,O. Abildgaard,21,56,$2K,66,$157K,1515
17043,M. Miño,19,56,$1K,73,$179K,846
17044,N. Mbo,18,56,$1K,61,$123K,1361
17045,N. Mingiedi,19,56,$1K,67,$146K,1560
17046,A. Al Obud,22,56,$3K,66,$168K,1339
17047,C. Lokolingoy,20,56,$1K,70,$224K,1393
17048,S. Nombe,18,56,$1K,68,$168K,1377
17049,J. Carbonero,17,56,$1K,71,$202K,1411
17050,M. Asiri,24,56,$2K,60,$90K,993
17051,S. Vujaklija,29,56,$1K,56,$101K,1298
17052,M. İnan,17,56,$2K,70,$202K,1534
17053,M. Iliadis,21,56,$1K,66,$123K,852
17054,E. Ngassaki Ndongo,20,56,$1K,65,$157K,1364
17055,J. Osei-Tutu,18,56,$6K,69,$157K,1444
17056,J. Kavanagh,22,56,$1K,63,$123K,1502
17057,J. Soltvedt,21,56,$1K,62,$146K,1579
17058,Kim Tae Ho,25,56,$1K,59,$90K,1040
17059,A. Nurudeen,18,56,$1K,69,$146K,838
17060,A. Al Sharid,23,56,$3K,63,$123K,1538
17061,N. Massanka,20,56,$7K,61,$134K,1383
17062,W. Al Enazi,20,56,$3K,65,$123K,891
17063,C. Clifford,25,56,$1K,57,$123K,1609
17064,V. Jovic,19,56,$1K,72,$179K,1005
17065,N. Rodes,19,56,$1K,67,$146K,1445
17066,S. Santoro,17,56,$1K,76,$202K,1658
17067,R. Nicolaisen,20,56,$3K,70,$202K,1373
17068,S. O'Connor,20,56,$6K,68,$157K,1310
17069,I. Obukhov,21,56,$2K,68,$146K,973
17070,R. Fresneau,18,56,$1K,69,$157K,1445
17071,C. Abbas,19,56,$1K,68,$179K,1430
17072,A. Lazutkin,22,56,$4K,66,$146K,1339
17073,I. Gilyazutdinov,19,56,$4K,64,$146K,1381
17074,M. García,21,56,$3K,67,$168K,1509
17075,R. Currie,19,56,$1K,73,$224K,1332
17076,E. Kaja,19,56,$1K,65,$157K,1541
17077,R. Kanach,18,56,$1K,71,$190K,1416
17078,J. Salazar,20,56,$1K,68,$179K,1372
17079,R. Cruz,19,56,$2K,69,$190K,1578
17080,M. Jakoliš,20,56,$1K,68,$179K,1383
17081,M. Norman,20,56,$3K,68,$146K,903
17082,D. Ogawa,25,56,$1K,59,$101K,1371
17083,J. Sievers,22,56,$1K,66,$123K,952
17084,G. Kostadinov,26,56,$0,59,$0,1441
17085,G. Kostadinov,26,56,$0,59,$0,1441
17086,J. Brown,19,56,$3K,70,$190K,1440
17087,A. Dabo,16,56,$1K,81,$224K,1487
17088,M. Bersano,24,56,$1K,62,$101K,1087
17089,R. Hirakawa,17,56,$1K,78,$224K,1456
17090,C. Cockerill-Mollett,18,56,$1K,76,$190K,1413
17091,L. Cacace,16,56,$1K,73,$179K,1464
17092,C. Amissi,27,56,$3K,56,$90K,1692
17093,W. Tomlinson,19,55,$1K,65,$157K,1473
17094,J. Holmes,20,55,$5K,65,$123K,945
17095,N. Hunziker,21,55,$2K,66,$168K,1369
17096,J. Roberts,16,55,$1K,75,$202K,1300
17097,K. Horgan,20,55,$1K,62,$101K,984
17098,M. Krüger,18,55,$1K,68,$157K,1440
17099,J. Tibbetts,18,55,$1K,67,$123K,863
17100,M. Rafique,24,55,$0,60,$0,1535
17101,C. Borchgrevink,18,55,$1K,68,$157K,1435
17102,M. Bird,16,55,$3K,79,$213K,1433
17103,T. Issa,19,55,$2K,70,$213K,1325
17104,D. Nussbaumer,17,55,$2K,67,$157K,1495
17105,W. Hajda,17,55,$1K,70,$179K,1392
17106,B. Ruiz,19,55,$1K,69,$190K,1289
17107,R. Lovett,20,55,$1K,66,$134K,819
17108,P. Fritsch,18,55,$4K,71,$179K,1339
17109,S. Collis,36,55,$1K,55,$11K,1015
17110,F. Schikowski,19,55,$1K,66,$168K,1518
17111,F. Ravaglia,17,55,$2K,75,$157K,869
17112,J. Caballero,19,55,$1K,67,$168K,1440
17113,Herson Alves,20,55,$6K,66,$168K,1331
17114,M. Bower,18,55,$1K,67,$146K,1145
17115,C. Lindley,19,55,$1K,70,$213K,1456
17116,M. Borgogno,18,55,$1K,69,$168K,828
17117,A. Majrashi,21,55,$2K,62,$123K,1443
17118,T. Whitehead,22,55,$1K,61,$112K,1395
17119,C. McVey,20,55,$1K,63,$123K,1446
17120,M. Pedersen,17,55,$1K,76,$213K,1408
17121,K. Ishihara,38,55,$1K,55,$34K,1497
17122,S. Kelly,27,55,$1K,55,$78K,1460
17123,A. Morley,17,55,$1K,73,$190K,1483
17124,G. Hughes,18,55,$1K,75,$202K,1476
17125,K. Hosaka,34,55,$1K,55,$45K,1488
17126,F. Serena,17,55,$1K,74,$190K,1499
17127,P. Pannier,18,55,$1K,68,$179K,1492
17128,O. Patiño,20,55,$1K,66,$134K,846
17129,A. Sissoko,20,55,$1K,65,$134K,1358
17130,Z. Al Haniti,20,55,$2K,67,$157K,1205
17131,S. Power,19,55,$3K,72,$213K,1359
17132,L. Colville,18,55,$4K,65,$146K,1359
17133,A. Whittle,24,55,$2K,60,$112K,1375
17134,C. Scott,18,55,$1K,74,$202K,1306
17135,M. Kaastrup,16,55,$1K,72,$202K,1326
17136,M. Kaastrup,16,55,$1K,72,$202K,1326
17137,J. Capacho,19,55,$1K,68,$190K,1312
17138,M. Al Subaie,21,55,$2K,63,$146K,1485
17139,H. Al Ghamdi,18,55,$2K,73,$202K,1488
17140,T. Oya,30,55,$1K,55,$67K,1538
17141,O. Kindlund,20,55,$1K,63,$146K,1475
17142,J. Sowerby,22,55,$1K,62,$134K,1410
17143,J. Hyland,21,55,$1K,63,$123K,1542
17144,A. Agouda,18,55,$1K,70,$202K,1394
17145,L. Thomas,18,55,$5K,75,$202K,1344
17146,J. Kerr,20,55,$1K,65,$146K,1511
17147,K. Ahmadi,18,55,$1K,65,$146K,1410
17148,B. Wilmot,17,55,$1K,73,$179K,1352
17149,B. Maher,16,55,$1K,69,$157K,1024
17150,K. Twardek,20,55,$4K,66,$168K,1456
17151,J. Kreidl,21,55,$1K,62,$101K,804
17152,H. Duman,18,55,$1K,67,$168K,1628
17153,A. Łyszczarz,17,55,$1K,73,$202K,1417
17154,S. Songani,28,55,$3K,55,$101K,1408
17155,B. Leiva,19,55,$1K,65,$157K,1459
17156,R. Mestrallet,19,55,$2K,68,$168K,1420
17157,C. Tovar,19,55,$1K,70,$190K,1225
17158,S. Lavelle,20,55,$1K,64,$134K,1231
17159,C. Kablan,22,55,$2K,61,$112K,1333
17160,F. Shomotun,20,55,$2K,67,$179K,1354
17161,K. Takayama,20,55,$1K,66,$146K,1360
17162,F. Romero,18,55,$1K,72,$179K,1499
17163,A. Baun,21,55,$2K,65,$157K,1376
17164,B. Niezgoda,17,55,$1K,73,$157K,792
17165,K. Farragher,24,55,$1K,58,$101K,1199
17166,R. MacLean,20,55,$1K,66,$168K,1311
17167,J. Grič,20,55,$1K,65,$146K,1428
17168,L. Palumbo,25,55,$1K,56,$123K,1479
17169,Y. De Nayer,18,55,$1K,72,$168K,853
17170,C. Carroll,18,55,$1K,75,$179K,1412
17171,M. Wada,20,55,$1K,64,$157K,1334
17172,A. Stasiak,18,55,$1K,67,$168K,1297
17173,R. Meraz,17,55,$1K,74,$179K,1467
17174,S. Mori,22,55,$1K,63,$146K,1389
17175,D. Rodríguez,20,55,$1K,66,$134K,780
17176,M. Howarth,18,55,$4K,67,$168K,1520
17177,M. Mattsson,18,55,$1K,69,$202K,1382
17178,M. Karaahmet,17,55,$1K,70,$202K,1367
17179,D. O'Sullivan,18,55,$1K,73,$202K,1435
17180,R. Bennett,26,55,$3K,56,$123K,1274
17181,J. Hanson,19,55,$1K,72,$190K,1376
17182,Park Byung Hyun,24,55,$1K,58,$101K,1326
17183,A. Hlynsson,17,55,$2K,75,$202K,1447
17184,T. Deters,21,55,$1K,62,$134K,1468
17185,K. Nowak,22,55,$1K,59,$134K,1487
17186,T. Pearce,19,55,$3K,72,$190K,1494
17187,T. Pearce,19,55,$3K,72,$190K,1494
17188,J. Knoll,17,55,$1K,66,$112K,1037
17189,W. Ali,18,55,$2K,68,$179K,1302
17190,L. White,18,55,$3K,71,$202K,1359
17191,M. Karlsson,21,55,$1K,62,$101K,870
17192,Y. Oki,17,55,$1K,72,$157K,912
17193,A. Cvetkovic,22,55,$2K,65,$134K,1270
17194,S. Kanazawa,33,55,$1K,55,$45K,1500
17195,K. Wakasugi,21,55,$1K,62,$146K,1410
17196,D. Parkin,18,55,$1K,65,$112K,940
17197,F. Kraft,18,55,$1K,73,$168K,942
17198,M. Cheukoua,20,55,$2K,65,$168K,1394
17199,M. Barker,23,55,$1K,58,$101K,1481
17200,O. Bayode,18,55,$4K,63,$134K,1458
17201,J. Lucero,22,55,$1K,63,$112K,836
17202,C. Coleman,20,55,$1K,66,$168K,1519
17203,F. Gürden,18,55,$1K,70,$179K,1479
17204,M. O'Riley,16,55,$2K,76,$213K,1474
17205,B. Berríos,19,55,$1K,69,$213K,1474
17206,W. Ebbinge,16,55,$1K,70,$202K,1429
17207,D. Dennehy,28,55,$1K,55,$78K,1262
17208,C. Sparrow,23,55,$1K,60,$101K,927
17209,A. Dini,21,55,$1K,63,$112K,879
17210,S. Harding,28,55,$1K,55,$78K,1405
17211,M. Ogboe,22,55,$1K,62,$146K,1322
17212,M. Aebischer,20,55,$3K,66,$168K,1483
17213,F. O'Mara,18,55,$1K,65,$123K,1257
17214,N. Okafor,17,55,$4K,75,$202K,1459
17215,K. Davies,20,55,$6K,70,$202K,1196
17216,A. Hosawi,29,55,$2K,55,$78K,1284
17217,E. Sabbi,19,55,$1K,65,$157K,1365
17218,R. Deprem,19,55,$1K,64,$146K,1428
17219,L. Zaragoza,20,55,$4K,65,$157K,1423
17220,F. Bolkiah,19,55,$5K,69,$213K,1358
17221,K. Klaesson,16,55,$1K,70,$157K,845
17222,H. Ishikawa,18,55,$1K,64,$134K,1456
17223,F. Myhre,18,55,$1K,68,$157K,1437
17224,V. Pavlyuchenko,21,55,$4K,65,$168K,1447
17225,O. Villanueva,19,55,$1K,71,$213K,1549
17226,L. Dunne,18,55,$2K,75,$202K,1401
17227,D. Araki,23,55,$1K,59,$123K,1603
17228,L. Lumeka,18,55,$4K,72,$202K,1446
17229,P. Vagic,17,55,$1K,72,$202K,1341
17230,R. Piscitelli,23,55,$3K,63,$112K,866
17231,R. Cooney,17,55,$1K,66,$123K,1523
17232,A. Ocejo,19,55,$2K,67,$168K,1400
17233,S. Singh,25,55,$0,56,$0,1393
17234,A. Edathodika,30,55,$0,55,$0,1304
17235,J. Beaulieu,23,55,$1K,59,$90K,858
17236,D. Atoiyi,19,55,$2K,67,$157K,1513
17237,J. Andrews,19,55,$4K,70,$213K,1387
17238,J. Andrews,19,55,$4K,70,$213K,1387
17239,K. Nissen,19,55,$1K,66,$168K,1302
17240,B. Doherty,20,55,$1K,68,$168K,1522
17241,J. Thompson,18,55,$1K,74,$179K,1399
17242,N. Bishop,17,55,$1K,71,$157K,855
17243,S. Ternynck,18,55,$1K,70,$168K,852
17244,M. Dahlby,17,55,$1K,69,$202K,1368
17245,O. Zapata,18,55,$1K,68,$157K,1268
17246,A. Suljic,19,55,$1K,67,$157K,1284
17247,J. Brimmer,19,55,$1K,71,$213K,1496
17248,A. Adamov,17,55,$2K,69,$179K,1404
17249,A. Militari,18,55,$1K,72,$202K,1534
17250,S. Naruoka,33,55,$1K,55,$56K,1436
17251,M. Augustin,18,55,$1K,70,$179K,1251
17252,W. Scott,17,55,$1K,68,$146K,1368
17253,A. Byrne,22,55,$1K,61,$112K,1426
17254,M. Bildøy,17,55,$1K,71,$202K,1444
17255,R. Purdy,20,55,$1K,64,$134K,1512
17256,P. Macierzyński,18,55,$1K,69,$202K,1346
17257,E. Bohinen,18,55,$1K,74,$202K,1476
17258,K. Ward,17,55,$2K,74,$190K,1499
17259,M. McKee,18,55,$1K,72,$202K,1457
17260,K. McIntosh,23,55,$1K,62,$101K,1142
17261,W. Graham,18,55,$1K,70,$202K,1310
17262,T. Al Ammar,17,55,$3K,77,$213K,1458
17263,M. Henvey,17,55,$1K,72,$202K,1347
17264,L. Gray,21,55,$1K,65,$123K,862
17265,N. Baden Frederiksen,17,55,$2K,65,$146K,1332
17266,P. Bird,18,55,$2K,70,$179K,1423
17267,M. Rudakov,21,55,$1K,67,$146K,932
17268,K. Mellado,18,55,$1K,69,$202K,1332
17269,A. Alesevic,23,55,$2K,61,$112K,1243
17270,P. Magnon,21,55,$1K,67,$179K,1354
17271,Marcos Lavín,20,55,$1K,66,$134K,858
17272,P. Lewis,22,55,$3K,61,$112K,1534
17273,P. Omombe,22,55,$1K,61,$134K,1378
17274,L. Buades,19,55,$1K,66,$168K,1414
17275,A. Gilchrist,22,55,$1K,65,$134K,1527
17276,C. Kahraman,18,55,$3K,75,$202K,1516
17277,B. Ozegovic,17,55,$1K,66,$112K,871
17278,M. Ludden,27,55,$1K,55,$78K,1480
17279,J. Moder,18,55,$1K,73,$202K,1490
17280,J. Maxted,23,55,$1K,61,$101K,1031
17281,K. Muskwe,19,55,$1K,67,$179K,1339
17282,V. Konstantinidis,31,55,$1K,55,$90K,1282
17283,N. Hämäläinen,20,55,$3K,65,$134K,1366
17284,C. Holse,18,55,$2K,71,$202K,1451
17285,Y. Wakizaka,22,55,$1K,63,$146K,1337
17286,C. Winn,25,55,$1K,58,$90K,1036
17287,J. Ritter,22,55,$1K,64,$134K,1546
17288,A. Akbulut,16,55,$1K,75,$157K,888
17289,A. Akbulut,16,55,$1K,75,$157K,888
17290,T. Haraldsson,20,55,$1K,65,$168K,1340
17291,H. Andersson,18,55,$1K,70,$179K,1316
17292,G. Cundle,20,55,$2K,66,$168K,1478
17293,D. McNulty,26,55,$1K,56,$90K,1386
17294,F. Urraburo,26,55,$1K,59,$90K,810
17295,T. Klupś,17,55,$1K,72,$202K,1359
17296,R. Kruppa,17,55,$1K,68,$146K,1232
17297,T. Tanaka,19,55,$1K,71,$213K,1513
17298,I. Kalinin,21,55,$4K,64,$134K,1377
17299,I. Pearce,18,55,$4K,67,$168K,1297
17300,I. Magnusson,19,55,$1K,68,$168K,1488
17301,Yun Pyeong Gook,25,55,$1K,60,$90K,1049
17302,A. Gudjónsson,18,55,$1K,71,$179K,1309
17303,G. Candia,22,55,$1K,63,$146K,1350
17304,S. Tracy,28,55,$1K,55,$78K,1573
17305,Y. Horigome,22,55,$1K,63,$123K,1460
17306,K. Taimi,25,55,$0,58,$0,1371
17307,K. Kitamoto,35,55,$1K,55,$22K,1173
17308,Y. Tatsuta,19,55,$1K,70,$190K,1428
17309,A. Takagi,19,55,$1K,70,$213K,1433
17310,M. Cassara,25,55,$1K,60,$90K,819
17311,C. Deasy,20,55,$1K,66,$146K,1418
17312,L. Davies,17,55,$2K,67,$134K,1379
17313,Y. Czekanowicz,16,55,$1K,75,$157K,826
17314,P. Rooney,20,55,$2K,65,$146K,1354
17315,J. Earing,18,55,$3K,70,$202K,1458
17316,B. Banda,19,55,$1K,66,$168K,1331
17317,V. Venditti,20,55,$1K,68,$157K,813
17318,C. Vernam,20,55,$7K,69,$224K,1387
17319,M. Choinière,18,55,$1K,73,$202K,1548
17320,B. Sowe,20,55,$1K,63,$123K,1207
17321,P. Kapp,19,55,$1K,67,$157K,1230
17322,A. Galens,19,55,$1K,67,$134K,842
17323,A. Lund,18,55,$1K,74,$179K,1292
17324,B. Yılmaz,18,55,$1K,72,$179K,1296
17325,B. Stevenson,18,55,$1K,63,$134K,1558
17326,K. Awuah,21,55,$1K,66,$168K,1435
17327,D. Kelly,21,55,$1K,65,$157K,1381
17328,M. Al Olayan,22,55,$3K,61,$112K,1576
17329,W. O'Hora,18,55,$3K,73,$179K,1315
17330,O. Edwards,18,55,$4K,73,$202K,1412
17331,R. Sallinger,21,55,$1K,67,$146K,1022
17332,N. Marthinussen,17,55,$1K,68,$146K,1333
17333,A. Al Amri,22,55,$4K,61,$101K,830
17334,D. Doronin,19,55,$2K,68,$168K,1539
17335,M. Eisa,22,55,$4K,59,$134K,1483
17336,G. Vetti,18,55,$1K,65,$146K,1476
17337,G. Jarl,22,55,$1K,62,$112K,1498
17338,L. Gallagher,22,55,$1K,60,$112K,1516
17339,A. Oxborough,19,55,$2K,71,$179K,1029
17340,A. Oxborough,19,55,$2K,71,$179K,1029
17341,B. Hussein,17,55,$1K,76,$213K,1470
17342,L. Sutton,20,55,$1K,63,$123K,1401
17343,N. Cotton,20,55,$1K,63,$146K,1338
17344,O. Drost,21,55,$2K,64,$157K,1341
17345,M. Ibrahim,23,55,$2K,60,$112K,1435
17346,A. Simpson,20,55,$5K,68,$168K,1452
17347,C. Olesen,21,55,$2K,65,$157K,1423
17348,R. Coughlan,20,55,$1K,68,$190K,1424
17349,S. Russell,23,55,$1K,61,$134K,1533
17350,P. Cunningham,20,55,$1K,65,$168K,1341
17351,S. Moore,22,55,$2K,63,$112K,1109
17352,W. Shorrock,18,55,$1K,71,$202K,1462
17353,C. Martínez,18,55,$1K,68,$157K,1344
17354,J. Hernández,19,55,$2K,67,$146K,1411
17355,J. Bayly,21,55,$1K,64,$157K,1480
17356,J. Borgmann,19,55,$1K,63,$123K,1304
17357,S. Rowley,20,55,$1K,67,$146K,1007
17358,N. Sutter,22,55,$2K,63,$123K,1529
17359,K. da Graca,19,55,$1K,72,$190K,1232
17360,C. Haas,24,55,$2K,58,$90K,826
17361,Z. Hakeem,18,55,$2K,70,$202K,1416
17362,A. Ba,19,55,$1K,65,$157K,1352
17363,D. Smarsch,18,55,$1K,71,$168K,847
17364,M. Kryeziu,20,55,$2K,66,$146K,1141
17365,V. Torp,17,55,$2K,69,$190K,1478
17366,Choe Pil Soo,26,55,$1K,59,$90K,1011
17367,D. Gutiérrez,20,55,$1K,67,$179K,1427
17368,L. O'Brien,18,55,$4K,69,$202K,1414
17369,H. Cardwell,20,55,$2K,62,$146K,1316
17370,M. Brændsrød,21,55,$1K,65,$168K,1584
17371,H. Donovan,19,55,$3K,67,$168K,1507
17372,J. Ashby,21,55,$2K,64,$157K,1507
17373,T. Hayles-Docherty,18,55,$1K,67,$168K,1401
17374,F. García,17,55,$1K,65,$134K,1527
17375,S. Shotton,16,55,$1K,74,$179K,1272
17376,T. Lowery,19,55,$2K,72,$213K,1458
17377,S. Odey,19,55,$2K,70,$213K,1309
17378,O. Aga,16,55,$1K,80,$224K,1296
17379,D. Richards,23,55,$2K,61,$101K,960
17380,I. Angulo,18,54,$1K,75,$168K,1437
17381,E. Durmaz,17,54,$1K,66,$123K,1378
17382,A. Famewo,18,54,$1K,65,$101K,1220
17383,H. Al Johani,20,54,$2K,63,$90K,821
17384,J. Knowles,20,54,$1K,62,$112K,1277
17385,Kim Dong Su,22,54,$1K,61,$90K,1179
17386,A. Linnér,18,54,$1K,66,$123K,1312
17387,I. Keita,21,54,$1K,65,$134K,1362
17388,M. Harris,18,54,$2K,71,$157K,1423
17389,J. Al Dossary,23,54,$3K,61,$90K,1377
17390,V. Dragomir,18,54,$6K,72,$157K,1461
17391,V. Dragomir,18,54,$6K,72,$157K,1461
17392,T. Holland,19,54,$1K,68,$134K,989
17393,A. Dussán,16,54,$1K,74,$123K,891
17394,C. Magerusan,17,54,$1K,65,$112K,1293
17395,B. Lucumí,23,54,$1K,60,$101K,1617
17396,L. Hardcastle,18,54,$1K,69,$157K,1502
17397,A. Fisher,19,54,$1K,66,$101K,872
17398,M. Platt,19,54,$1K,62,$90K,1247
17399,M. Ndione,17,54,$1K,64,$112K,1315
17400,H. McKirdy,20,54,$4K,67,$146K,1426
17401,M. Guel,18,54,$1K,73,$157K,1373
17402,K. Shiihashi,20,54,$1K,59,$90K,1484
17403,E. Grimes,22,54,$1K,63,$90K,1012
17404,B. Spencer,21,54,$1K,63,$112K,1437
17405,J. Reiners,19,54,$1K,65,$123K,1373
17406,L. Morrison,18,54,$1K,67,$134K,1306
17407,R. Strechie,16,54,$1K,74,$146K,1479
17408,M. Kristensen,24,54,$2K,59,$101K,1249
17409,S. Wilson,18,54,$1K,70,$123K,950
17410,M. Thiele,18,54,$1K,69,$157K,1373
17411,T. Bloor,17,54,$1K,73,$134K,1491
17412,S. Dunne,21,54,$1K,63,$101K,1445
17413,Denilson Carvalho,18,54,$3K,69,$157K,1391
17414,Y. Kurihara,33,54,$1K,54,$34K,1135
17415,C. Kane,18,54,$1K,69,$146K,1407
17416,L. Pintor,16,54,$1K,78,$168K,1238
17417,S. Brady,21,54,$1K,65,$134K,1434
17418,C. Kirk,19,54,$2K,70,$168K,1354
17419,J. Turner,18,54,$1K,74,$123K,841
17420,R. Huser,19,54,$3K,71,$157K,1523
17421,M. Johannsen,25,54,$1K,57,$78K,1383
